Product,????????,????????????,????????????,First Quantity,????????????,Second Quantity,????????????,Value
06049090,????????????????????????????????????????????????????????????,502,????,38657,????,0,?,"299,261"
07061000,??????????????????????,502,????,28594,????,0,?,"42,723"
07101000,??????????,502,????,23,????,0,?,"1,426"
07102100,????????,502,????,317042,????,0,?,"424,724"
07104000,??????????,502,????,9993439,????,0,?,"13,187,519"
07108090,??????????????,502,????,372345,????,0,?,"317,299"
07109000,????????????,502,????,3497,????,0,?,"10,829"
07122000,??????,502,????,114495,????,0,?,"431,226"
07123910,??????,502,????,69,????,0,?,"3,210"
07129050,??????,502,????,7455,????,0,?,"51,738"
07129099,??????????????????????,502,????,6022,????,0,?,"79,201"
07131010,????????,502,????,401154,????,0,?,"482,749"
07131090,??????????,502,????,124705683,????,0,?,"38,957,223"
07132090,????????????,502,????,150,????,0,?,"1,368"
07133390,??????????,502,????,448030,????,0,?,"625,796"
07134090,??????????,502,????,12758624,????,0,?,"6,621,402"
07135010,????????,502,????,15,????,0,?,"1,608"
07139010,????????????????,502,????,171,????,0,?,"3,183"
08011100,??????,502,????,2223,????,0,?,"15,742"
08011990,????????,502,????,155,????,0,?,998
08012200,??????????,502,????,30,????,0,?,824
08013200,????????,502,????,5158,????,0,?,"69,941"
08021100,????????????,502,????,31640361,????,0,?,"103,073,811"
08021200,??????,502,????,18850005,????,0,?,"87,185,251"
08022100,??????????,502,????,7772741,????,0,?,"20,840,492"
08022200,??????,502,????,1814,????,0,?,"14,559"
08023100,??????????,502,????,1429558,????,0,?,"3,113,332"
08023200,??????,502,????,753688,????,0,?,"5,776,336"
08025100,????????????????(??????),502,????,36409013,????,0,?,"259,859,578"
08025200,??????????????(??????),502,????,214612,????,0,?,"1,050,310"
08026190,??????????????????????(????????),502,????,1440481,????,0,?,"4,695,608"
08026200,????????????????(????????),502,????,75,????,0,?,"3,380"
08029030,??????,502,????,5,????,0,?,305
08029090,????????????????,502,????,12549884,????,0,?,"55,575,686"
08042000,??????????????,502,????,290,????,0,?,"2,625"
08051000,??????????,502,????,33073878,????,0,?,"46,580,095"
08052110,????,502,????,7258,????,0,?,"10,082"
08052190,??????????????????????????????????,502,????,7776,????,0,?,"6,883"
08052900,????????????????????????,502,????,15552,????,0,?,"24,178"
08054000,"??????,??????",502,????,21080,????,0,?,"27,904"
08055000,??????????,502,????,791406,????,0,?,"1,365,066"
08061000,??????,502,????,3159460,????,0,?,"9,301,594"
08062000,??????,502,????,2883842,????,0,?,"7,236,962"
08081000,??????,502,????,9456428,????,0,?,"16,099,806"
08083090,????????,502,????,168370,????,0,?,"308,246"
08092900,??????????,502,????,8888988,????,0,?,"80,571,986"
08093000,"????,????????",502,????,10200,????,0,?,"52,250"
08094000,????????,502,????,3989637,????,0,?,"17,480,074"
08104000,??????????????,502,????,174,????,0,?,"1,745"
08111000,????????,502,????,4553,????,0,?,"16,605"
08119090,????????????????????,502,????,247924,????,0,?,"589,323"
08131000,????,502,????,297,????,0,?,"1,697"
08132000,??????????,502,????,3717499,????,0,?,"4,347,297"
08133000,??????,502,????,60,????,0,?,"3,326"
08134010,??????????,502,????,0,????,0,?,31
08134030,????,502,????,44,????,0,?,982
08134090,??????????,502,????,176028,????,0,?,"430,683"
08135000,????????????????????,502,????,37227,????,0,?,"557,085"
09011100,????????????????????????,502,????,7302,????,0,?,"207,163"
09012100,????????????????????????,502,????,1223106,????,0,?,"12,150,294"
09012200,????????????????????????,502,????,54884,????,0,?,"718,678"
09019010,??????????????????,502,????,147,????,0,?,"4,285"
09019020,??????????????????,502,????,535,????,0,?,"17,251"
09021010,"????,????????????????3kg",502,????,2135,????,0,?,"97,187"
09021090,"????,????????????????3kg",502,????,1158,????,0,?,"80,818"
09022010,"????,????????????????3kg",502,????,134,????,0,?,"9,803"
09022090,"????,????????????????3kg",502,????,34,????,0,?,"1,759"
09023010,"??????,????????????????3kg",502,????,805,????,0,?,"49,433"
09023020,"??????,????????????????3kg",502,????,10,????,0,?,427
09023090,"??????????????????,????????????????3kg",502,????,3376,????,0,?,"146,204"
09024010,"??????,????????????????3kg",502,????,3,????,0,?,350
09024090,"??????????????????,????????????????3kg",502,????,86,????,0,?,"4,052"
09030000,??????,502,????,23,????,0,?,606
09041100,????????,502,????,7480,????,0,?,"123,270"
09041200,????????,502,????,11015,????,0,?,"68,621"
09042100,????????????,502,????,380000,????,0,?,"418,000"
09042200,??????????,502,????,43885,????,0,?,"142,991"
09061900,??????????????????????,502,????,15,????,0,?,882
09062000,??????????????????,502,????,784,????,0,?,"59,096"
09083200,??????????,502,????,8,????,0,?,"1,242"
09093200,????????????,502,????,21831,????,0,?,"76,040"
09096210,??????????????,502,????,0,????,0,?,244
09096290,????????????????????????????????????????,502,????,20769,????,0,?,"42,869"
09101200,????????,502,????,33812,????,0,?,"106,934"
09103000,????,502,????,178,????,0,?,"14,841"
09109100,????????????????????????????????,502,????,1080,????,0,?,"21,736"
09109900,??????????????,502,????,110998,????,0,?,"491,382"
10011900,????????????,502,????,1476457092,????,0,?,"416,004,656"
10019900,"????????????????,????????",502,????,174926108,????,0,?,"49,583,900"
10031000,????????,502,????,1,????,0,?,134
10041000,????????,502,????,2470483,????,0,?,"1,468,708"
10049000,????????,502,????,51,????,0,?,777
10051000,????????,502,????,3026,????,0,?,"10,200"
10059000,"????,????????",502,????,4342005379,????,0,?,"959,817,376"
10061021,??????????????????????6??????????????2??,502,????,44,????,0,?,412
10063020,??????????????????6??????????????2??,502,????,20024,????,0,?,"30,287"
10063080,????????????????????6??????????????2??,502,????,105,????,0,?,287
10071000,????????????,502,????,3,????,0,?,200
10079000,????????????,502,????,4257139606,????,0,?,"1,021,283,919"
10089010,????????????,502,????,322963,????,0,?,"226,119"
10089090,??????????,502,????,137,????,0,?,"2,061"
11010000,??????????????????,502,????,841094,????,0,?,"972,196"
11022000,????????,502,????,733,????,0,?,"1,895"
11029029,????????????????????????????????6????????????????2????????,502,????,177,????,0,?,216
11029090,??????????????,502,????,9481,????,0,?,"56,049"
11031910,??????????????,502,????,1,????,0,?,30
11041200,????????????????,502,????,87616,????,0,?,"258,883"
11041990,????????????????????,502,????,37,????,0,?,553
11042200,????????????????,502,????,31327,????,0,?,"87,368"
11042300,????????????????,502,????,114,????,0,?,108
11042910,????????????????,502,????,226,????,0,?,164
11042990,??????????????????????,502,????,81,????,0,?,658
11043000,????????????????????????????????,502,????,1368,????,0,?,"4,427"
11051000,??????????????????????,502,????,2641862,????,0,?,"4,080,243"
11052000,??????????????????????,502,????,28777,????,0,?,"51,470"
11061000,????0713??????????????????????,502,????,1939375,????,0,?,"769,866"
11062000,????0714????????????????????????????????????,502,????,225,????,0,?,"8,450"
11063000,??8????????????????????????,502,????,79180,????,0,?,"363,680"
11071000,????????????,502,????,17646,????,0,?,"10,699"
11072000,????????????,502,????,25800,????,0,?,"21,940"
11081100,????????,502,????,25,????,0,?,19
11081200,????????,502,????,1271931,????,0,?,"1,645,327"
11081300,??????????,502,????,513018,????,0,?,"1,062,500"
11081400,????????,502,????,259,????,0,?,"3,342"
11081900,??????????,502,????,226883,????,0,?,"102,910"
11082000,????,502,????,0,????,0,?,"1,589"
12019010,"??????,????????",502,????,25874156567,????,0,?,"10,650,472,282"
12024100,"??????????????,????????",502,????,309709191,????,0,?,"177,058,031"
12024200,"????????????,????????????",502,????,36480163,????,0,?,"27,858,259"
12030000,????????,502,????,27,????,0,?,441
12040000,"??????,????????????",502,????,300185,????,0,?,"260,846"
12060010,??????????,502,????,1636,????,0,?,"171,217"
12072100,????????,502,????,120,????,0,?,"1,200"
12072900,????????,502,????,5482760,????,0,?,"1,550,081"
12077010,??????????,502,????,440,????,0,?,"41,824"
12079999,????????????????????,502,????,80954,????,0,?,"1,351,926"
12081000,??????,502,????,176,????,0,?,"3,397"
12089000,"????????????????????????????,??????????",502,????,697,????,0,?,"8,150"
12092100,????????,502,????,107400,????,0,?,"591,922"
12092200,????????,502,????,383630,????,0,?,"919,673"
12092300,??????,502,????,9678295,????,0,?,"18,464,495"
12092400,????????????,502,????,2669159,????,0,?,"9,712,060"
12092500,??????????,502,????,28244564,????,0,?,"31,886,788"
12092910,??????????????????????,502,????,2,????,0,?,267
12093000,????????????????,502,????,15752,????,0,?,"14,941,071"
12099100,????????,502,????,528082,????,0,?,"9,415,066"
12099900,??????????????????????????,502,????,3625038,????,0,?,"18,685,260"
12102000,"??????,????????????????????????",502,????,524833,????,0,?,"7,076,632"
12112010,??????,502,????,156173,????,0,?,"10,798,908"
12112091,??????????,502,????,0,????,0,?,47
12112099,??????????,502,????,0,????,0,?,47
12119039,??????????????????????????????????,502,????,0,????,0,?,20
12119050,????????????????????????????,502,????,18842,????,0,?,"133,870"
12119099,????????????????????????????????????????,502,????,47388,????,0,?,"461,964"
12122110,????,502,????,1,????,0,?,114
12122141,??????,502,????,2,????,0,?,113
12122190,??????????????????????????????????,502,????,21,????,0,?,"2,469"
12129100,????,502,????,460,????,0,?,"4,540"
12129912,??????,502,????,11402,????,0,?,"100,249"
12129919,??????????????????????????????????????,502,????,30,????,0,?,783
12129999,??????????????????,502,????,291,????,0,?,"11,755"
12130000,????????????????????????????????,502,????,227,????,0,?,"1,251"
12149000,??????????,502,????,1185351275,????,0,?,"436,852,081"
13012000,????????,502,????,57732,????,0,?,"161,719"
13019010,??????????????????????,502,????,0,????,0,?,125
13019090,????????????????,502,????,229,????,0,?,"7,684"
13021200,??????????????,502,????,14244,????,0,?,"164,628"
13021300,????????????????,502,????,83,????,0,?,"3,915"
13021940,??????????????,502,????,7,????,0,?,455
13021990,??????????????????,502,????,372866,????,0,?,"6,573,685"
13022000,????????????????????????,502,????,2907,????,0,?,"61,784"
13023100,????,502,????,2470,????,0,?,"270,334"
13023200,"????????????????????????????????????????????,????????????",502,????,323014,????,0,?,"2,323,574"
13023911,??????,502,????,547736,????,0,?,"8,676,603"
13023919,??????????????????????????????????????,502,????,193,????,0,?,"24,919"
13023990,??????????????????????????????,502,????,1049,????,0,?,"23,040"
14012000,??,502,????,0,????,0,?,23
14042000,??????,502,????,11484670,????,0,?,"5,799,198"
14049090,????????????????????????,502,????,125399,????,0,?,"174,646"
15029000,??????????????,502,????,2100,????,0,?,"3,899"
15041000,????????????????,502,????,67089,????,0,?,"6,201,460"
15042000,????????????????????????????????,502,????,801451,????,0,?,"55,817,617"
15060000,"????????????????????????,????????????,??????????????",502,????,12095,????,0,?,"2,059,454"
15071000,??????????,502,????,20000672,????,0,?,"13,809,776"
15079000,??????????????????,502,????,18055,????,0,?,"41,624"
15081000,????????????,502,????,6056876,????,0,?,"8,783,905"
15089000,????????????????????,502,????,36,????,0,?,509
15091000,??????????????,502,????,5903,????,0,?,"58,900"
15099000,??????????????????????,502,????,748,????,0,?,"10,820"
15100000,"????????????????????,????????????,??????????????",502,????,8,????,0,?,128
15111000,????????????,502,????,8,????,0,?,341
15121100,????????????????????,502,????,21250,????,0,?,"69,922"
15121900,????????????????????????????,502,????,38374,????,0,?,"332,799"
15122900,????????????????????,502,????,735,????,0,?,"12,424"
15131100,????????????,502,????,7722,????,0,?,"122,383"
15131900,????????????????????,502,????,22327,????,0,?,"180,937"
15132900,??????????????????????????????????????,502,????,20,????,0,?,418
15141100,????????????????????,502,????,3,????,0,?,86
15149190,????????????,502,????,12925,????,0,?,"26,066"
15149900,????????????????????????????,502,????,733,????,0,?,"13,734"
15151100,??????????????,502,????,2988319,????,0,?,"2,951,535"
15151900,??????????????????????,502,????,1420375,????,0,?,"1,451,548"
15152900,????????????????????,502,????,18291,????,0,?,"52,185"
15153000,????????????????,502,????,31096,????,0,?,"513,906"
15155000,????????????????,502,????,472,????,0,?,"18,936"
15159010,????????????????????,502,????,31982,????,0,?,"460,977"
15159090,??????????????????????????????,502,????,441322,????,0,?,"8,388,354"
15161000,????????????????????????????????????????,502,????,760,????,0,?,"35,865"
15162000,????????????????????????????????????????,502,????,448258,????,0,?,"1,946,911"
15171000,"????????,??????????",502,????,85050,????,0,?,"485,995"
15179010,??????,502,????,8472,????,0,?,"25,043"
15179090,????????????????????????????????????????????????????????????1516????????????,502,????,451525,????,0,?,"19,356,467"
15180000,"????????????????????,??????516??????????????????????????????",502,????,2892932,????,0,?,"8,069,835"
15200000,????????????????????????,502,????,5458270,????,0,?,"934,055"
15211000,??????,502,????,23125,????,0,?,"282,400"
15219010,????,502,????,55205,????,0,?,"627,802"
16010010,????????????????????????????????????????????????????????????,502,????,8,????,0,?,468
16010030,????????????????,502,????,26,????,0,?,200
16023210,??????,502,????,8702,????,0,?,"36,630"
16023299,??????????????????????????????,502,????,9,????,0,?,94
16024990,????????????????????????????,502,????,112399,????,0,?,"383,987"
16025010,??????????????,502,????,8330,????,0,?,"57,266"
16041190,"????????????????????,??????????",502,????,3787,????,0,?,"47,493"
16041400,"????????????????????????????????????????,??????????",502,????,7535,????,0,?,"60,948"
16041700,"??????????????????????????,??????????",502,????,18764,????,0,?,"275,928"
16041990,"????????????????????,??????????",502,????,12117,????,0,?,"132,086"
16042019,??????????????????????????,502,????,2937,????,0,?,"38,875"
16042099,??????????????????????,502,????,35113,????,0,?,"291,340"
16051000,??????????????,502,????,53071,????,0,?,"327,270"
16056100,????????????????,502,????,4941,????,0,?,"625,073"
17011400,"??????????, ????????????????",502,????,3011,????,0,?,"207,322"
17019100,??????????????????????????????????????????,502,????,67,????,0,?,"1,524"
17019910,????,502,????,119469,????,0,?,"1,002,972"
17019990,????????????????????????,502,????,24108,????,0,?,"119,670"
17021100,"????????,??????????????????????????99??",502,????,56352679,????,0,?,"59,747,080"
17021900,????????????????,502,????,5948053,????,0,?,"6,567,767"
17022000,????????????,502,????,622,????,0,?,"14,537"
17023000,"????????????????,??????20??",502,????,191849,????,0,?,"978,847"
17024000,"????????????,20??????????50??,??????????",502,????,93,????,0,?,"1,627"
17025000,??????????,502,????,563534,????,0,?,"402,229"
17026000,"????????????,??????50??,??????????",502,????,26294,????,0,?,"228,270"
17029000,??????????????????????????????????,502,????,179709,????,0,?,"501,954"
17041000,"??????,????????????",502,????,1919,????,0,?,"49,297"
17049000,????????????????????????????,502,????,2721814,????,0,?,"32,066,808"
18010000,"??????????????????,????????????",502,????,4998,????,0,?,"56,265"
18031000,????????????,502,????,31366,????,0,?,"62,921"
18032000,??????????????????????,502,????,80237,????,0,?,"78,570"
18040000,??????????????,502,????,29841,????,0,?,"75,935"
18050000,??????????????????????????,502,????,129621,????,0,?,"461,765"
18061000,????????????????????????,502,????,135301,????,0,?,"1,021,184"
18062000,??????????2kg??????????????????????????????????????????????????2kg??????????????????????,502,????,588446,????,0,?,"6,563,172"
18063100,"??????????????????????????,??????2kg",502,????,622970,????,0,?,"6,277,736"
18063200,"????????????????????????????,??????2kg",502,????,250770,????,0,?,"3,036,956"
18069000,??????????????????,502,????,1650081,????,0,?,"11,722,003"
19011010,"??????????????????????????????,??????????????????5%????????",502,????,1186932,????,0,?,"27,298,040"
19011090,"??????????????????????????????,????????????????40%??????????????????,??????????????????5%????????",502,????,3015130,????,0,?,"49,487,161"
19012000,"??????1905????????????????????????????,????????????????40%??????????????????,??????????????????5%????????",502,????,1067030,????,0,?,"2,550,687"
19019000,"??????????????????,????????????????40%??????????????????,??????????????????5%????????",502,????,1101679,????,0,?,"3,688,621"
19021900,"??????????,????????????????????????",502,????,1344,????,0,?,"4,641"
19022000,"????????,????????????????????????????",502,????,979,????,0,?,"10,663"
19023010,??????,502,????,60765,????,0,?,"144,903"
19023030,??????????????,502,????,10938,????,0,?,"226,940"
19023090,??????????,502,????,3948,????,0,?,"45,579"
19030000,"??????????????????????????,??????????????????????????",502,????,1,????,0,?,27
19041000,????????????????????????????????????,502,????,2500605,????,0,?,"19,631,214"
19042000,????????????????????????????????????????,502,????,360735,????,0,?,"637,353"
19043000,????????????,502,????,18,????,0,?,95
19049000,??????????????????????????????????????????????????????????????????,502,????,10716,????,0,?,"237,938"
19051000,????????????,502,????,80,????,0,?,960
19053100,??????,502,????,529633,????,0,?,"15,119,671"
19053200,????????????????,502,????,3222,????,0,?,"170,112"
19054000,??????????????????????????,502,????,23852,????,0,?,"133,146"
19059000,????????????????????????????????????????????????????????????????????,502,????,808657,????,0,?,"16,539,654"
20011000,??????????????????????????????????,502,????,59656,????,0,?,"325,390"
20019090,????????????????????????????????????????,502,????,35098,????,0,?,"66,125"
20021010,????????,502,????,110027,????,0,?,"67,151"
20021090,??????????????????????????????????????,502,????,63,????,0,?,461
20029011,????????????????5kg,502,????,182371,????,0,?,"334,471"
20029090,????????????????????????????????,502,????,2607546,????,0,?,"3,152,281"
20031090,??????????????????????????,502,????,50,????,0,?,"1,291"
20041000,??????????????????????????????,502,????,40730022,????,0,?,"51,308,919"
20049000,??????????????????????????????????????,502,????,37574,????,0,?,"102,866"
20051000,????????,502,????,27294,????,0,?,"235,339"
20052000,????????????????????????????????,502,????,268230,????,0,?,"1,912,153"
20054000,????????????????????????????????,502,????,238,????,0,?,"1,254"
20055119,??????????????????????,502,????,11392,????,0,?,"21,901"
20055191,"????????????,????????",502,????,5000,????,0,?,"6,680"
20055199,????????????????????????????????????,502,????,54,????,0,?,202
20055910,????????????????????,502,????,81,????,0,?,337
20055990,????????????????????????????????????????,502,????,833,????,0,?,"1,402"
20057000,??????????????????????????,502,????,3,????,0,?,34
20058000,??????????????????????????,502,????,6629,????,0,?,"28,432"
20059991,??????????????????????????????????????,502,????,19387,????,0,?,"31,882"
20059999,????????????????????????????????????,502,????,143110,????,0,?,"120,016"
20060090,????????????????????????????????????????,502,????,830137,????,0,?,"3,043,106"
20071000,????????,502,????,275659,????,0,?,"3,749,747"
20079100,??????????????????????????????????,502,????,82,????,0,?,"1,731"
20079910,????????????????????????????????????????,502,????,9303,????,0,?,"40,612"
20079990,????????????????????????????????????????,502,????,353521,????,0,?,"1,455,360"
20081110,??????????,502,????,10,????,0,?,198
20081120,????????,502,????,236034,????,0,?,"1,442,338"
20081130,??????,502,????,294127,????,0,?,"1,216,961"
20081190,??????????????????????,502,????,9572,????,0,?,"48,849"
20081910,??????????,502,????,29,????,0,?,"1,479"
20081920,????????????,502,????,2900,????,0,?,"46,747"
20081999,????????????????????????????????,502,????,10184824,????,0,?,"95,403,878"
20082090,??????????????????????,502,????,5,????,0,?,155
20083090,????????????????????????????,502,????,4314484,????,0,?,"4,803,183"
20084010,??????,502,????,25,????,0,?,230
20085000,??????????????????,502,????,91,????,0,?,"2,169"
20086010,????????,502,????,2040,????,0,?,"2,014"
20086090,????????????????????,502,????,21286,????,0,?,"288,909"
20087010,??????,502,????,2253,????,0,?,"4,617"
20087090,????????????????????,502,????,6,????,0,?,141
20088000,????????????????????,502,????,21,????,0,?,485
20089300,??????????????????????,502,????,7738369,????,0,?,"27,807,351"
20089700,????????????????????????,502,????,9791,????,0,?,"91,658"
20089931,????????,502,????,216,????,0,?,"11,075"
20089934,??????,502,????,1,????,0,?,207
20089939,????????????????????????????????????,502,????,19,????,0,?,"7,315"
20089990,??????????????????????????????????????????????,502,????,3235319,????,0,?,"15,694,788"
20091100,????????,502,????,4554,????,0,?,"7,443"
