Product,????????,????????????,????????????,First Quantity,????????????,Second Quantity,????????????,Value
03063290,"??????????????????,????????",502,????,499847,????,0,?,"9,258,628"
03063392,"??????????????????,????????",502,????,3,????,0,?,162
03063399,"??????????????????,????????",502,????,3074667,????,0,?,"48,538,003"
03063590,"??????????????????????????????????,????????",502,????,19240,????,0,?,"749,960"
03063610,??????????????????????,502,????,8178,????,0,?,"10,172,011"
03063690,"??????????????????????????????,????????",502,????,1708,????,0,?,"802,091"
03063990,"??????????????????????????????????????,????????????????????????????????????????????",502,????,0,????,0,?,994
03071190,"????????????????,????????",502,????,72745,????,0,?,"402,597"
03072200,??????,502,????,75412,????,0,?,"1,606,185"
03072900,??????????????????????????,502,????,22384,????,0,?,"351,837"
03073190,"????????????????,????????",502,????,1511,????,0,?,"6,051"
03074310,????????????????????????????????????????????????????????????????????????????????????????,502,????,17333741,????,0,?,"48,936,633"
03074390,??????????????????,502,????,9221275,????,0,?,"24,069,298"
03076090,"????????????????????????????????????????????????????????????,????????",502,????,24501,????,0,?,"193,313"
03077191,"??????????????,????????",502,????,102,????,0,?,981
03078190,"????????????????,????????",502,????,42,????,0,?,"1,262"
03078400,??????,502,????,54111,????,0,?,"906,450"
03079190,"??????????????????????????,????????",502,????,1778277,????,0,?,"53,399,018"
03081200,??????,502,????,2927,????,0,?,"64,752"
03081900,??????????????????????????,502,????,13334,????,0,?,"786,711"
03089019,"??????????????????????????????????????????????????????????, ????????",502,????,23,????,0,?,"2,476"
03089090,??????????????????????????????????????????????????????????????????????,502,????,24000,????,0,?,"52,958"
04011000,"????????????????????????????????????, ????????????1%",502,????,38099,????,0,?,"263,436"
04012000,"????????????????????????????????????, ??????????1%,????????6%",502,????,212782,????,0,?,"323,753"
04021000,"????????????????????????????,????????1.5??",502,????,6478088,????,0,?,"17,259,734"
04022100,"????????????????????????????,????????1.5??,??????????????????",502,????,172423,????,0,?,"5,039,330"
04022900,"????????????????????????????,????????1.5??,????????????????",502,????,6126,????,0,?,"92,265"
04029100,"??????????????,??????????????????",502,????,578,????,0,?,"9,704"
04029900,"??????????????,????????????????",502,????,58548,????,0,?,"111,787"
04031000,????,502,????,74379,????,0,?,"566,916"
04039000,??????????????????????????????????????????????????????????,502,????,89551,????,0,?,"216,648"
04041000,"??????????????,??????????????????????????????",502,????,161656737,????,0,?,"116,611,345"
04049000,"??????????????????,????????????????????????",502,????,6926,????,0,?,"74,989"
04051000,????,502,????,557,????,0,?,"8,465"
04059000,??????????????????????,502,????,56989,????,0,?,"428,365"
04061000,????????????????????????,502,????,85444,????,0,?,"444,370"
04062000,????????????????????,502,????,1812890,????,0,?,"9,556,111"
04063000,????????????????????????????????????,502,????,404720,????,0,?,"2,492,358"
04069000,????????????,502,????,5229964,????,0,?,"24,182,041"
04089100,??????????,502,????,18960,????,0,?,"41,501"
04090000,????????,502,????,99847,????,0,?,"540,470"
04100010,????,502,????,0,????,0,?,3
04100041,????????,502,????,67,????,0,?,"1,597"
04100042,??????????,502,????,1,????,0,?,196
04100043,??????,502,????,131,????,0,?,"67,698"
04100049,??????????,502,????,416,????,0,?,"66,934"
05040011,??????????????????????????,502,????,31623050,????,0,?,"63,413,061"
05040012,????????????,502,????,1530846,????,0,?,"5,248,587"
05040029,????????????,502,????,9311556,????,0,?,"38,041,538"
05051000,????????????????,502,????,680699,????,0,?,"8,096,597"
05059090,????????????????????????????????????????,502,????,1145964,????,0,?,"2,261,731"
05079090,????????????????????????????????????????????????????????,502,????,34102,????,0,?,"112,105"
05080090,"????????????????????????????????????,??????",502,????,78012,????,0,?,"34,820"
05111000,????????,502,????,7935,????,0,?,"34,542,038"
05119111,????????,502,????,999,????,0,?,"369,900"
05119190,??????????????????????????????????????????????????????3??????????,502,????,1057613,????,0,?,"3,701,649"
05119910,????????????????????????,502,????,0,????,0,?,880
05119920,????????,502,????,75,????,0,?,"3,243,679"
05119990,??????????????????????????????????????????1??????????,502,????,90,????,0,?,"1,558,834"
06011091,????????????????????????????????????????????,502,????,5000,??,156,????,"5,078"
06021000,??????????????????,502,????,12700,??,16,????,"19,909"
06022010,??????????????????????,502,????,184056,??,5519,????,"68,245"
06023010,????????,502,????,3300,??,5600,????,"29,774"
06024010,????????,502,????,576,??,27,????,606
06029010,????????,502,????,2188311,????,0,?,"5,068,973"
06029091,????????????,502,????,7188634,??,105384,????,"808,422"
06029099,????????????,502,????,1291,??,268,????,"6,615"
06031900,??????????????????????????????????,502,????,1518,????,9828,??,"15,825"
06039000,??????????????????????????????????????,502,????,503,????,1800652,??,"7,736"
06042090,??????????????????????????????????????????????????????????,502,????,7297,????,0,?,"105,549"
06049090,????????????????????????????????????????????????????????????,502,????,1134,????,0,?,"6,174"
07061000,??????????????????????,502,????,96497,????,0,?,"212,882"
07095990,??????????????????,502,????,15,????,0,?,579
07102100,????????,502,????,316654,????,0,?,"433,264"
07104000,??????????,502,????,14632507,????,0,?,"18,708,276"
07108090,??????????????,502,????,285680,????,0,?,"235,094"
07109000,????????????,502,????,10938,????,0,?,"20,157"
07122000,??????,502,????,164528,????,0,?,"428,213"
07123910,??????,502,????,23,????,0,?,"1,039"
07129050,??????,502,????,8550,????,0,?,"54,773"
07129099,??????????????????????,502,????,24768,????,0,?,"117,992"
07131010,????????,502,????,491825,????,0,?,"546,976"
07131090,??????????,502,????,12931612,????,0,?,"5,018,965"
07133390,??????????,502,????,811129,????,0,?,"963,083"
07134090,??????????,502,????,10909766,????,0,?,"4,983,200"
07135010,????????,502,????,50,????,0,?,"5,443"
07139010,????????????????,502,????,155,????,0,?,"2,391"
08011100,??????,502,????,668,????,0,?,"4,590"
08011990,????????,502,????,476,????,0,?,"2,706"
08012200,??????????,502,????,67,????,0,?,"1,834"
08013200,????????,502,????,4988,????,0,?,"81,977"
08021100,????????????,502,????,23478625,????,0,?,"104,153,974"
08021200,??????,502,????,14095038,????,0,?,"92,961,770"
08022100,??????????,502,????,15952197,????,0,?,"41,210,801"
08022200,??????,502,????,1,????,0,?,16
08023100,??????????,502,????,659909,????,0,?,"1,381,905"
08023200,??????,502,????,1940648,????,0,?,"12,868,304"
08025100,????????????????(??????),502,????,64181202,????,0,?,"478,014,363"
08025200,??????????????(??????),502,????,1147653,????,0,?,"5,361,891"
08026190,??????????????????????(????????),502,????,4390437,????,0,?,"14,832,083"
08026200,????????????????(????????),502,????,6085,????,0,?,"208,493"
08029030,??????,502,????,109,????,0,?,"3,566"
08029090,????????????????,502,????,4891577,????,0,?,"25,335,566"
08042000,??????????????,502,????,183,????,0,?,"1,328"
08043000,????????????,502,????,114,????,0,?,"6,396"
08045020,????????????,502,????,416,????,0,?,"8,182"
08051000,??????????,502,????,29242588,????,0,?,"38,155,499"
08052190,??????????????????????????????????,502,????,89571,????,0,?,"113,417"
08052900,????????????????????????,502,????,92452,????,0,?,"146,280"
08054000,"??????,??????",502,????,75460,????,0,?,"112,957"
08055000,??????????,502,????,610870,????,0,?,"1,388,440"
08061000,??????,502,????,1904779,????,0,?,"6,041,301"
08062000,??????,502,????,3197920,????,0,?,"10,507,224"
08081000,??????,502,????,14343604,????,0,?,"24,004,317"
08083090,????????,502,????,130784,????,0,?,"215,722"
08092900,??????????,502,????,14096721,????,0,?,"88,694,188"
08094000,????????,502,????,3688541,????,0,?,"12,464,751"
08101000,??????,502,????,501,????,0,?,"4,355"
08111000,????????,502,????,1294332,????,0,?,"2,600,554"
08119090,????????????????????,502,????,420203,????,0,?,"918,514"
08129000,????????????????????????,502,????,60000,????,0,?,"72,000"
08131000,????,502,????,1428,????,0,?,"8,047"
08132000,??????????,502,????,2055468,????,0,?,"2,963,423"
08133000,??????,502,????,536,????,0,?,"3,452"
08134030,????,502,????,7,????,0,?,198
08134090,??????????,502,????,109103,????,0,?,"502,227"
08135000,????????????????????,502,????,37122,????,0,?,"689,364"
08140000,"??????????????????????????????????,??????????????????????????????????????????????????",502,????,456,????,0,?,"5,414"
09011100,????????????????????????,502,????,5320,????,0,?,"80,615"
09012100,????????????????????????,502,????,1500465,????,0,?,"14,575,433"
09012200,????????????????????????,502,????,190682,????,0,?,"2,056,187"
09019010,??????????????????,502,????,948,????,0,?,"13,800"
09019020,??????????????????,502,????,516,????,0,?,"14,939"
09021010,"????,????????????????3kg",502,????,6575,????,0,?,"64,194"
09021090,"????,????????????????3kg",502,????,1678,????,0,?,"58,645"
09022010,"????,????????????????3kg",502,????,102,????,0,?,"4,434"
09022090,"????,????????????????3kg",502,????,18,????,0,?,772
09023010,"??????,????????????????3kg",502,????,394,????,0,?,"8,285"
09023020,"??????,????????????????3kg",502,????,11,????,0,?,523
09023090,"??????????????????,????????????????3kg",502,????,6610,????,0,?,"151,646"
09024010,"??????,????????????????3kg",502,????,1,????,0,?,95
09024090,"??????????????????,????????????????3kg",502,????,246,????,0,?,"5,354"
09030000,??????,502,????,4,????,0,?,126
09041100,????????,502,????,4661,????,0,?,"96,940"
09041200,????????,502,????,11281,????,0,?,"66,828"
09042100,????????????,502,????,192,????,0,?,"1,382"
09042200,??????????,502,????,6103,????,0,?,"40,401"
09061900,??????????????????????,502,????,568,????,0,?,"8,171"
09062000,??????????????????,502,????,55,????,0,?,"2,525"
09072000,????????????????????????????????????,502,????,2,????,0,?,49
09083200,??????????,502,????,0,????,0,?,178
09093200,????????????,502,????,2223,????,0,?,"5,224"
09096210,??????????????,502,????,0,????,0,?,15
09096290,????????????????????????????????????????,502,????,890,????,0,?,"2,580"
09101200,????????,502,????,1543,????,0,?,"3,608"
09103000,????,502,????,49,????,0,?,"2,976"
09109100,????????????????????????????????,502,????,2691,????,0,?,"14,374"
09109900,??????????????,502,????,11448,????,0,?,"68,825"
10011900,????????????,502,????,33600000,????,0,?,"9,725,302"
10019900,"????????????????,????????",502,????,202463072,????,0,?,"57,653,120"
10031000,????????,502,????,14,????,0,?,219
10041000,????????,502,????,1578747,????,0,?,"920,360"
10049000,????????,502,????,1834,????,0,?,"5,150"
10051000,????????,502,????,5,????,0,?,334
10059000,"????,????????",502,????,317651407,????,0,?,"74,113,212"
10061021,??????????????????????6??????????????2??,502,????,0,????,0,?,112
10062020,??????????????????6??????????????2??,502,????,0,????,0,?,5
10063020,??????????????????6??????????????2??,502,????,33,????,0,?,"1,447"
10063080,????????????????????6??????????????2??,502,????,292,????,0,?,"3,534"
10079000,????????????,502,????,601111875,????,0,?,"132,378,244"
10089010,????????????,502,????,24948,????,0,?,"16,715"
10089090,??????????,502,????,644,????,0,?,"8,416"
11010000,??????????????????,502,????,154133,????,0,?,"147,931"
11022000,????????,502,????,1071,????,0,?,"7,838"
11029029,????????????????????????????????6????????????????2????????,502,????,4,????,0,?,52
11029090,??????????????,502,????,4446,????,0,?,"46,763"
11031100,??????????????,502,????,192,????,0,?,152
11031300,??????????????,502,????,0,????,0,?,29
11031910,??????????????,502,????,249,????,0,?,710
11041200,????????????????,502,????,59883,????,0,?,"180,816"
11041990,????????????????????,502,????,1617,????,0,?,"17,507"
11042200,????????????????,502,????,69530,????,0,?,"143,367"
11042990,??????????????????????,502,????,268,????,0,?,"4,291"
11043000,????????????????????????????????,502,????,4073,????,0,?,"15,893"
11051000,??????????????????????,502,????,730878,????,0,?,"1,082,531"
11052000,??????????????????????,502,????,18180,????,0,?,"32,499"
11061000,????0713??????????????????????,502,????,11977232,????,0,?,"3,463,905"
11062000,????0714????????????????????????????????????,502,????,325,????,0,?,"12,400"
11063000,??8????????????????????????,502,????,36981,????,0,?,"306,255"
11071000,????????????,502,????,567,????,0,?,884
11072000,????????????,502,????,30382,????,0,?,"12,765"
11081100,????????,502,????,32,????,0,?,328
11081200,????????,502,????,959667,????,0,?,"1,140,317"
11081300,??????????,502,????,949989,????,0,?,"1,967,207"
11081400,????????,502,????,47,????,0,?,221
11081900,??????????,502,????,3262779,????,0,?,"1,474,993"
11090000,"????,????????????",502,????,50,????,0,?,434
12019010,"??????,????????",502,????,16943742156,????,0,?,"6,682,215,259"
12024100,"??????????????,????????",502,????,72575639,????,0,?,"35,676,344"
12024200,"????????????,????????????",502,????,400299,????,0,?,"258,975"
12030000,????????,502,????,51,????,0,?,488
12040000,"??????,????????????",502,????,2348,????,0,?,"18,184"
12051010,??????????????????,502,????,0,????,0,?,360
12060010,??????????,502,????,607,????,0,?,"191,290"
12060090,??????????,502,????,64,????,0,?,273
12071090,??????????????????,502,????,1000,????,0,?,"80,000"
12072900,????????,502,????,5670327,????,0,?,"1,321,925"
12074090,????????,502,????,353,????,0,?,"2,872"
12077010,??????????,502,????,608,????,0,?,"41,025"
12079910,??????????????????????,502,????,1,????,0,?,"5,000"
12079999,????????????????????,502,????,59891,????,0,?,"488,774"
12081000,??????,502,????,184,????,0,?,"4,103"
12089000,"????????????????????????????,??????????",502,????,248,????,0,?,"5,326"
12092100,????????,502,????,72959,????,0,?,"398,981"
12092200,????????,502,????,613451,????,0,?,"1,859,479"
12092300,??????,502,????,8255812,????,0,?,"19,314,271"
12092400,????????????,502,????,5071540,????,0,?,"22,607,830"
12092500,??????????,502,????,20025299,????,0,?,"29,457,032"
12092910,??????????????????????,502,????,2,????,0,?,625
12093000,????????????????,502,????,9702,????,0,?,"18,451,541"
12099100,????????,502,????,513805,????,0,?,"17,088,307"
12099900,??????????????????????????,502,????,2015225,????,0,?,"17,217,857"
12102000,"??????,????????????????????????",502,????,205668,????,0,?,"3,675,549"
12112010,??????,502,????,192591,????,0,?,"14,921,205"
12112091,??????????,502,????,2,????,0,?,200
12119039,??????????????????????????????????,502,????,1917,????,0,?,"98,569"
12119050,????????????????????????????,502,????,5630,????,0,?,"61,731"
12119099,????????????????????????????????????????,502,????,72295,????,0,?,"357,583"
12122110,????,502,????,3,????,0,?,115
12122141,??????,502,????,4,????,0,?,101
12122142,??????,502,????,0,????,0,?,4
12122149,????????,502,????,4,????,0,?,100
12122190,??????????????????????????????????,502,????,0,????,0,?,36
12122990,??????????????????????????????????,502,????,13,????,0,?,"1,444"
12129100,????,502,????,905,????,0,?,"9,013"
12129912,??????,502,????,17123,????,0,?,"120,779"
12129919,??????????????????????????????????????,502,????,20048,????,0,?,"191,369"
12129999,??????????????????,502,????,24401,????,0,?,"179,654"
12130000,????????????????????????????????,502,????,53,????,0,?,"2,028"
12149000,??????????,502,????,1014724965,????,0,?,"355,239,650"
13012000,????????,502,????,227709,????,0,?,"656,086"
13019090,????????????????,502,????,42598,????,0,?,"191,695"
13021200,??????????????,502,????,5930,????,0,?,"85,666"
13021940,??????????????,502,????,4,????,0,?,155
13021990,??????????????????,502,????,363590,????,0,?,"7,187,223"
13022000,????????????????????????,502,????,110,????,0,?,"7,221"
13023100,????,502,????,3880,????,0,?,"427,387"
13023200,"????????????????????????????????????????????,????????????",502,????,428777,????,0,?,"2,574,522"
13023911,??????,502,????,634928,????,0,?,"8,848,581"
13023919,??????????????????????????????????????,502,????,1310,????,0,?,"104,647"
13023990,??????????????????????????????,502,????,130,????,0,?,"5,381"
14042000,??????,502,????,2195144,????,0,?,"1,339,802"
14049090,????????????????????????,502,????,101397,????,0,?,"170,936"
15041000,????????????????,502,????,53994,????,0,?,"5,243,561"
15042000,????????????????????????????????,502,????,567007,????,0,?,"38,029,960"
15060000,"????????????????????????,????????????,??????????????",502,????,19317,????,0,?,"2,932,091"
15071000,??????????,502,????,2,????,0,?,33
15079000,??????????????????,502,????,130153,????,0,?,"271,074"
15081000,????????????,502,????,174639,????,0,?,"491,927"
15089000,????????????????????,502,????,102,????,0,?,"1,093"
15091000,??????????????,502,????,14632,????,0,?,"139,984"
15099000,??????????????????????,502,????,160,????,0,?,"3,321"
15100000,"????????????????????,????????????,??????????????",502,????,19530,????,0,?,"88,740"
15111000,????????????,502,????,3,????,0,?,76
15121100,????????????????????,502,????,16730,????,0,?,"25,075"
15121900,????????????????????????????,502,????,34341,????,0,?,"249,347"
15122900,????????????????????,502,????,359,????,0,?,"9,857"
15131100,????????????,502,????,12761,????,0,?,"176,109"
15131900,????????????????????,502,????,21338,????,0,?,"270,017"
15141100,????????????????????,502,????,3,????,0,?,117
15141900,????????????????????????????,502,????,381,????,0,?,955
15149110,????????????,502,????,61,????,0,?,414
15149190,????????????,502,????,5388,????,0,?,"10,650"
15149900,????????????????????????????,502,????,2504,????,0,?,"12,131"
15151100,??????????????,502,????,2371,????,0,?,"11,499"
15151900,??????????????????????,502,????,1908,????,0,?,"47,868"
15152900,????????????????????,502,????,5123,????,0,?,"36,052"
15153000,????????????????,502,????,16707,????,0,?,"209,331"
15155000,????????????????,502,????,1079,????,0,?,"51,514"
15159010,????????????????????,502,????,1939,????,0,?,"37,568"
15159090,??????????????????????????????,502,????,345729,????,0,?,"7,341,592"
15161000,????????????????????????????????????????,502,????,115,????,0,?,"24,241"
15162000,????????????????????????????????????????,502,????,597102,????,0,?,"2,778,737"
15171000,"????????,??????????",502,????,113778,????,0,?,"636,401"
15179010,??????,502,????,1967,????,0,?,"7,109"
15179090,????????????????????????????????????????????????????????????1516????????????,502,????,417205,????,0,?,"25,276,262"
15180000,"????????????????????,??????516??????????????????????????????",502,????,2301765,????,0,?,"6,618,115"
15200000,????????????????????????,502,????,32126615,????,0,?,"5,935,968"
15211000,??????,502,????,23903,????,0,?,"288,808"
15219010,????,502,????,11726,????,0,?,"153,818"
15219090,??????????????,502,????,23,????,0,?,452
16021000,????????,502,????,8,????,0,?,120
16023210,??????,502,????,51335,????,0,?,"233,920"
16023299,??????????????????????????????,502,????,3,????,0,?,48
16024910,??????????????,502,????,10778,????,0,?,"50,371"
16024990,????????????????????????????,502,????,4,????,0,?,111
16025010,??????????????,502,????,147,????,0,?,132
16025090,????????????????????????????,502,????,2,????,0,?,77
16041190,"????????????????????,??????????",502,????,3089,????,0,?,"28,499"
16041400,"????????????????????????????????????????,??????????",502,????,3027,????,0,?,"23,509"
16041990,"????????????????????,??????????",502,????,14847,????,0,?,"167,965"
16042019,??????????????????????????,502,????,191,????,0,?,"1,277"
16042099,??????????????????????,502,????,177472,????,0,?,"1,340,621"
16051000,??????????????,502,????,49655,????,0,?,"163,358"
16054011,????????????????????????,502,????,19613,????,0,?,"490,320"
16055610,??????????????,502,????,949,????,0,?,"4,032"
16056100,????????????????,502,????,9272,????,0,?,"852,063"
17011400,"??????????, ????????????????",502,????,2506,????,0,?,"223,604"
17019100,??????????????????????????????????????????,502,????,106,????,0,?,825
17019910,????,502,????,67201,????,0,?,"48,164"
17019990,????????????????????????,502,????,22676,????,0,?,"147,583"
17021100,"????????,??????????????????????????99??",502,????,56194577,????,0,?,"50,737,578"
17021900,????????????????,502,????,6970392,????,0,?,"6,996,159"
17022000,????????????,502,????,4127,????,0,?,"44,566"
17023000,"????????????????,??????20??",502,????,105857,????,0,?,"681,753"
17024000,"????????????,20??????????50??,??????????",502,????,43,????,0,?,"2,077"
17025000,??????????,502,????,214148,????,0,?,"191,031"
17026000,"????????????,??????50??,??????????",502,????,29701,????,0,?,"266,624"
17029000,??????????????????????????????????,502,????,242306,????,0,?,"574,861"
17041000,"??????,????????????",502,????,1988,????,0,?,"37,421"
17049000,????????????????????????????,502,????,3056517,????,0,?,"33,395,354"
18010000,"??????????????????,????????????",502,????,396,????,0,?,"8,765"
18031000,????????????,502,????,54432,????,0,?,"213,657"
18040000,??????????????,502,????,1390,????,0,?,"26,760"
18050000,??????????????????????????,502,????,173790,????,0,?,"727,718"
18061000,????????????????????????,502,????,275654,????,0,?,"1,791,849"
18062000,??????????2kg??????????????????????????????????????????????????2kg??????????????????????,502,????,307287,????,0,?,"2,965,927"
18063100,"??????????????????????????,??????2kg",502,????,748993,????,0,?,"7,662,795"
18063200,"????????????????????????????,??????2kg",502,????,748058,????,0,?,"8,039,546"
18069000,??????????????????,502,????,2230716,????,0,?,"11,888,895"
19011010,"??????????????????????????????,??????????????????5%????????",502,????,1424855,????,0,?,"32,003,636"
19011090,"??????????????????????????????,????????????????40%??????????????????,??????????????????5%????????",502,????,3301291,????,0,?,"62,849,136"
19012000,"??????1905????????????????????????????,????????????????40%??????????????????,??????????????????5%????????",502,????,1470576,????,0,?,"2,685,950"
19019000,"??????????????????,????????????????40%??????????????????,??????????????????5%????????",502,????,1546784,????,0,?,"5,984,224"
19021100,"??????????,????????????????????????",502,????,1519,????,0,?,"3,864"
19021900,"??????????,????????????????????????",502,????,698742,????,0,?,"728,955"
19022000,"????????,????????????????????????????",502,????,5101,????,0,?,"35,455"
19023010,??????,502,????,98181,????,0,?,"256,686"
19023020,????,502,????,49,????,0,?,139
19023030,??????????????,502,????,19666,????,0,?,"150,102"
19023090,??????????,502,????,167237,????,0,?,"410,511"
19041000,????????????????????????????????????,502,????,2567076,????,0,?,"20,504,011"
19042000,????????????????????????????????????????,502,????,484165,????,0,?,"1,021,119"
19043000,????????????,502,????,18,????,0,?,102
19049000,??????????????????????????????????????????????????????????????????,502,????,27062,????,0,?,"213,258"
19051000,????????????,502,????,0,????,0,?,4
19053100,??????,502,????,338709,????,0,?,"4,006,537"
19053200,????????????????,502,????,5126,????,0,?,"35,134"
19054000,??????????????????????????,502,????,71542,????,0,?,"383,845"
19059000,????????????????????????????????????????????????????????????????????,502,????,1041045,????,0,?,"16,521,325"
20011000,??????????????????????????????????,502,????,29117,????,0,?,"114,404"
20019090,????????????????????????????????????????,502,????,52865,????,0,?,"90,244"
20021010,????????,502,????,299773,????,0,?,"159,035"
20029011,????????????????5kg,502,????,875392,????,0,?,"1,528,415"
20029019,????????????????5kg,502,????,18173,????,0,?,"17,104"
20029090,????????????????????????????????,502,????,3400950,????,0,?,"4,061,632"
20031090,??????????????????????????,502,????,20,????,0,?,612
20041000,??????????????????????????????,502,????,76133434,????,0,?,"93,854,741"
20049000,??????????????????????????????????????,502,????,112547,????,0,?,"325,886"
20051000,????????,502,????,36785,????,0,?,"336,347"
20052000,????????????????????????????????,502,????,165796,????,0,?,"1,309,971"
20054000,????????????????????????????????,502,????,2027,????,0,?,"6,566"
20055119,??????????????????????,502,????,22172,????,0,?,"36,519"
20055199,????????????????????????????????????,502,????,36,????,0,?,237
20055910,????????????????????,502,????,1358,????,0,?,"3,118"
20055990,????????????????????????????????????????,502,????,796,????,0,?,906
20057000,??????????????????????????,502,????,4666,????,0,?,"23,813"
20058000,??????????????????????????,502,????,22148,????,0,?,"53,802"
20059991,??????????????????????????????????????,502,????,45379,????,0,?,"70,485"
20059999,????????????????????????????????????,502,????,5004,????,0,?,"29,052"
20060090,????????????????????????????????????????,502,????,137686,????,0,?,"1,046,473"
20071000,????????,502,????,195739,????,0,?,"2,486,699"
20079100,??????????????????????????????????,502,????,7754,????,0,?,"27,266"
20079910,????????????????????????????????????????,502,????,20323,????,0,?,"61,357"
20079990,????????????????????????????????????????,502,????,1127294,????,0,?,"5,029,741"
20081110,??????????,502,????,2874,????,0,?,"12,724"
20081120,????????,502,????,497631,????,0,?,"2,989,871"
20081130,??????,502,????,227645,????,0,?,"1,028,129"
20081190,??????????????????????,502,????,3153,????,0,?,"23,583"
20081910,??????????,502,????,64,????,0,?,"1,174"
20081920,????????????,502,????,92570,????,0,?,"880,354"
20081999,????????????????????????????????,502,????,6190668,????,0,?,"66,361,995"
20082010,????????,502,????,102,????,0,?,221
20082090,??????????????????????,502,????,3,????,0,?,81
20083010,??????????????,502,????,7,????,0,?,76
20083090,????????????????????????????,502,????,13483007,????,0,?,"15,023,758"
20084010,??????,502,????,504,????,0,?,"7,108"
20085000,??????????????????,502,????,66,????,0,?,"1,518"
20086010,????????,502,????,22440,????,0,?,"22,421"
20086090,????????????????????,502,????,34006,????,0,?,"482,504"
20087010,??????,502,????,14452,????,0,?,"30,362"
20087090,????????????????????,502,????,24,????,0,?,493
20088000,????????????????????,502,????,9914,????,0,?,"21,752"
20089300,??????????????????????,502,????,12372056,????,0,?,"43,102,748"
20089700,????????????????????????,502,????,20382,????,0,?,"144,153"
